Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Type_Petrol,First_Owner
2014,65000,Diesel,Manual,First,19.3,1248,73.9,5,5310,1,0,1
2013,49000,Diesel,Manual,First,16,2179,140,7,9000,1,0,1
2016,7200,Petrol,Manual,First,19.81,1086,68.05,5,3590,1,1,1
2016,43152,Petrol,Manual,First,20.73,1373,91.1,5,7350,1,1,1
2013,112000,Diesel,Manual,First,12.8,2494,102,8,12000,1,0,1
2017,23540,Petrol,Manual,First,18.9,1197,82,5,6020,1,1,1
2008,82160,Diesel,Manual,First,16.52,1991,123.7,5,2570,1,0,1
2013,57000,Diesel,Manual,First,12.83,2696,162,7,12450,1,0,1
2015,39335,Diesel,Manual,First,15.1,2179,140,7,12630,1,0,1
2014,62000,Petrol,Manual,Second,17.4,1497,117.3,5,7750,1,1,0
2014,60000,Diesel,Manual,First,22.7,1498,89.84,5,5500,1,0,1
2015,35000,Petrol,Manual,First,18.6,1197,81.83,5,4430,1,1,1
2016,32345,Diesel,Automatic,First,17.9,2143,136,5,24510,0,0,1
2014,47000,Petrol,Manual,First,22,814,55,5,2650,1,1,1
2012,65537,CNG,Manual,Second,33.44,796,40.3,4,2100,1,0,0
2011,36000,Petrol,Manual,First,17.6,1496,88.7,5,3200,1,1,1
2016,75000,Diesel,Manual,First,23.4,1248,74,5,4250,1,0,1
2008,38000,Petrol,Manual,First,19.7,796,46.3,5,1100,1,1,1
2015,57818,Petrol,Manual,First,23.1,998,67.04,5,4300,1,1,1
2015,45000,Diesel,Manual,First,22.7,1498,89.84,5,8900,1,0,1
2015,75055,Diesel,Manual,First,19.01,1461,108.5,5,6500,1,0,1
2009,65462,Petrol,Automatic,Third,11.1,2354,142,5,3500,0,1,0
2008,76206,Diesel,Manual,First,17.8,1248,75,5,4250,1,0,1
2018,25948,Diesel,Automatic,First,16,2179,140,7,16460,0,0,1
2016,28500,Petrol,Manual,First,18.7,1199,88.7,5,5950,1,1,1
2015,28004,Petrol,Manual,First,17.8,1497,117.3,5,7100,1,1,1
2011,25000,Petrol,Manual,Second,15.7,1172,67,5,1250,1,1,0
2013,82543,Petrol,Manual,First,16.02,1373,93.7,7,5500,1,1,1
2013,30000,Petrol,Manual,First,18.44,1198,75,5,3250,1,1,1
2010,27800,Petrol,Manual,First,17,1497,118,5,5000,1,1,1
2016,33415,Petrol,Manual,First,16.78,1496,88.73,5,6580,1,1,1
2013,38000,Diesel,Automatic,First,18.88,1995,184,5,19500,0,0,1
2017,41981,Petrol,Manual,First,18.7,1199,88.7,5,6140,1,1,1
2013,77084,Diesel,Manual,First,28.4,1248,73.75,5,4950,1,0,1
2013,71803,Diesel,Manual,First,20.5,1598,103.5,5,5750,1,0,1
2013,73314,Diesel,Manual,First,15.1,2179,140,7,6600,1,0,1
2015,69053,Petrol,Automatic,First,18.9,1197,82,5,5720,0,1,1
2009,79782,Petrol,Manual,Second,17,1497,118,5,2600,1,1,0
2010,250000,Diesel,Manual,Second,12.8,2494,102,7,6500,1,0,0
2011,90000,Diesel,Manual,Second,15.1,2179,140,7,6100,1,0,0
2010,130000,Diesel,Manual,First,19.3,1248,73.9,5,3850,1,0,1
2013,65000,Petrol,Manual,Second,15.04,1598,103.6,5,4500,1,1,0
2013,76000,Diesel,Automatic,Second,16.55,1968,147.51,5,18250,0,0,0
2012,28002,Petrol,Manual,First,16.02,1373,93.7,7,5750,1,1,1
2010,63000,CNG,Manual,Second,14.53,1798,138,5,3350,1,0,0
2010,70000,Petrol,Manual,Second,16.1,796,37,4,900,1,1,0
2011,66276,Petrol,Manual,First,17,1497,118,5,5500,1,1,1
2014,45000,Petrol,Manual,First,19.1,1197,85.8,5,3990,1,1,1
2014,67000,Petrol,Automatic,First,19.16,2494,158.2,5,18750,0,1,1
2014,43068,Diesel,Manual,First,24,1120,70,5,3500,1,0,1
2016,40000,Diesel,Automatic,First,11.36,2755,171.5,8,16450,0,0,1
2011,50436,Petrol,Manual,First,20.36,1197,78.9,5,3650,1,1,1
2014,21000,Petrol,Automatic,First,18.9,1197,82,5,5400,0,1,1
2018,2000,Diesel,Manual,First,27.39,1248,74,5,8700,1,0,1
2016,14500,Petrol,Automatic,First,14.67,1798,177.46,5,20750,0,1,1
2010,68782,Diesel,Automatic,First,14.84,2143,170,5,12500,0,0,1
2011,35888,Diesel,Manual,First,21.1,1248,73.9,5,1890,1,0,1
2015,168205,Diesel,Manual,First,23.4,1248,74,5,4000,1,0,1
2012,47000,Petrol,Manual,First,14.8,1799,130.2,5,3950,1,1,1
2015,93700,Diesel,Manual,First,24.52,1248,88.5,7,7850,1,0,1
2014,45000,Diesel,Manual,First,22.7,1582,126.24,5,7000,1,0,1
2016,55547,Diesel,Automatic,First,12.55,2982,168.5,7,24990,0,0,1
2013,69000,Petrol,Automatic,First,17.21,1197,103.6,5,4500,0,1,1
2005,88000,Diesel,Manual,Third,18.7,1896,66,5,1250,1,0,0
2014,32400,Diesel,Manual,First,20.14,1498,88.8,5,3950,1,0,1
2012,79000,Petrol,Manual,Second,17.92,1086,62.1,5,1600,1,1,0
2004,110000,Petrol,Manual,First,13.2,1495,94,5,600,1,1,1
2014,45407,Petrol,Manual,Second,21.1,814,55.2,5,3390,1,1,0
2011,136490,Diesel,Manual,First,12.8,2494,102,7,9800,1,0,1
2017,19000,Diesel,Manual,First,26.8,1248,74,5,5910,1,0,1
2017,19416,Petrol,Manual,First,21.56,1462,103.25,5,8250,1,1,1
2012,15500,Petrol,Manual,First,17.5,1298,85.8,5,3750,1,1,1
2017,12538,Petrol,Automatic,First,18,1497,117.3,5,12500,0,1,1
2015,44328,Petrol,Manual,First,19.4,1198,86.8,5,3800,1,1,1
2014,63000,Diesel,Manual,First,23.59,1364,67.04,5,4350,1,0,1
2015,100000,Diesel,Automatic,First,13.5,2400,215,5,32500,0,0,1
2015,103000,Petrol,Manual,First,15.64,1193,64.08,5,3000,1,1,1
2016,50296,Diesel,Automatic,Second,11.36,2755,171.5,7,19000,0,0,0
2013,95500,Diesel,Manual,First,20.54,1598,103.6,5,5000,1,0,1
2014,72100,Diesel,Manual,First,22.7,1498,89.84,5,5450,1,0,1
2010,19119,Petrol,Manual,First,18.9,998,67.1,5,2700,1,1,1
2006,30000,Petrol,Manual,First,13,2987,210,5,10750,1,1,1
2015,75600,Diesel,Manual,First,20.14,1498,88.8,5,5800,1,0,1
2007,137000,Petrol,Manual,Second,15.3,1193,65.3,5,950,1,1,0
2002,53500,Petrol,Manual,Second,16.1,796,37,4,630,1,1,0
2018,26101,Diesel,Manual,First,17.1,1956,170,5,17550,1,0,1
2016,7000,Petrol,Manual,First,24.07,998,67.1,5,3000,1,1,1
2013,50000,Diesel,Automatic,First,19.3,1968,141,5,15000,0,0,1
2016,30000,Diesel,Manual,First,26.59,1248,74,5,6000,1,0,1
2016,38151,Diesel,Manual,First,28.09,1248,88.5,5,7650,1,0,1
2009,116000,Diesel,Manual,Second,15.8,2148,170,5,8500,1,0,0
2013,22000,Diesel,Manual,First,20,1399,68,5,2250,1,0,1
2010,60000,Petrol,Automatic,Second,14.53,1798,138.1,5,4650,0,1,0
2016,38000,Diesel,Manual,First,22.7,1598,118,5,7850,1,0,1
2011,51928,Petrol,Manual,First,15.6,1196,70,5,3460,1,1,1
2018,3000,Petrol,Automatic,First,19,1199,88.7,5,8250,0,1,1
2006,67196,Petrol,Manual,First,17.3,993,60,5,1250,1,1,1
2012,100000,Diesel,Manual,Third,11.5,2982,171,7,16000,1,0,0
2015,65218,Diesel,Manual,First,26.21,1248,88.5,5,7400,1,0,1
2016,53886,Petrol,Manual,First,25.17,799,53.3,5,3070,1,1,1
2011,50058,Petrol,Automatic,First,19.2,1197,80,5,3840,0,1,1
2016,64000,Petrol,Automatic,First,23.1,998,67.04,5,4200,0,1,1
2018,41641,Diesel,Manual,First,21.38,1396,88.7,5,10820,1,0,1
2016,44345,Diesel,Manual,First,27.3,1498,98.6,5,6100,1,0,1
2011,45501,Petrol,Manual,First,17,1497,118,5,3100,1,1,1
2001,104000,Petrol,Manual,Third,13.7,1468,85.8,5,1000,1,1,0
2012,50297,Petrol,Manual,First,16.95,1498,97.6,5,4690,1,1,1
2011,87000,Petrol,Automatic,First,11.7,2354,177.6,5,5400,0,1,1
2016,120000,Diesel,Manual,First,15.1,2179,140,7,12000,1,0,1
2018,17000,Petrol,Manual,First,18.6,1197,81.83,5,6500,1,1,1
2014,100000,Diesel,Manual,First,23.08,1461,63.1,5,3000,1,0,1
2015,50979,Petrol,Automatic,First,19.12,1373,91.1,5,6900,0,1,1
2011,41000,Diesel,Manual,First,20.54,1598,103.6,5,4000,1,0,1
2011,24000,Petrol,Manual,First,17,1197,80,5,4250,1,1,1
2008,44738,Petrol,Manual,First,14.53,1798,138.1,5,5100,1,1,1
2014,37298,Diesel,Manual,First,25.1,1498,98.6,5,4900,1,0,1
2014,42000,Petrol,Manual,Second,20.4,1197,81.8,5,3600,1,1,0
2016,45000,Diesel,Automatic,First,14.21,2143,203,5,34000,0,0,1
2015,102000,Diesel,Manual,First,12.99,2494,100.6,7,8250,1,0,1
2011,70000,Petrol,Manual,First,16.1,1298,88.2,5,1300,1,1,1
2018,27467,Diesel,Automatic,First,19.27,2143,167.62,5,39050,0,0,1
2015,15305,Petrol,Manual,First,18.9,1197,82,5,3750,1,1,1
2010,70000,Petrol,Manual,First,18.9,998,67.1,5,2100,1,1,1
2016,36778,Diesel,Manual,First,22.77,1498,98.59,5,8800,1,0,1
2015,25845,Petrol,Manual,First,16.47,1198,74,5,5840,1,1,1
2018,33858,Petrol,Automatic,First,17.01,1591,121.3,5,9030,0,1,1
2017,12000,Petrol,Automatic,Second,24.04,999,67,5,3250,0,1,0
2013,33709,Petrol,Automatic,First,16.5,1198,86.8,5,4900,0,1,1
2018,32709,Petrol,Manual,First,18.16,1196,86.8,5,6460,1,1,1
2014,72000,Diesel,Manual,Second,11.5,2982,171,7,18500,1,0,0
2013,31000,Diesel,Manual,First,25,1396,69.01,5,2700,1,0,1
2016,70000,Diesel,Manual,First,25.83,1498,99,5,4600,1,0,1
2014,61000,Diesel,Manual,First,23.4,1248,74,5,5350,1,0,1
2011,72000,Diesel,Manual,First,23.08,1461,63.1,5,2300,1,0,1
2016,49000,Diesel,Automatic,First,19.3,1968,141,5,15450,0,0,1
2014,42939,Diesel,Automatic,First,16.96,1968,138.03,5,12490,0,0,1
2016,32545,Diesel,Automatic,First,12.07,2967,241.4,7,48760,0,0,1
2011,54000,Petrol,Manual,First,17,1197,80,5,3200,1,1,1
2012,76000,Diesel,Automatic,First,16.07,1995,181,4,8750,0,0,1
2015,27000,Diesel,Manual,First,21.19,1396,88.73,5,5990,1,0,1
2005,120000,Diesel,Manual,Second,12.7,2609,116.6,8,2900,1,0,0
2011,37000,Diesel,Manual,First,20,1399,68.05,5,1800,1,0,1
2012,42000,Petrol,Manual,First,9.8,2354,180,5,6250,1,1,1
2013,60000,Diesel,Manual,First,21.9,1396,88.76,5,5450,1,0,1
2018,3000,Diesel,Automatic,First,16.36,2179,187.7,5,52500,0,0,1
2013,44000,Petrol,Automatic,First,17.1,1591,121.4,5,5600,0,1,1
2014,37000,Petrol,Manual,First,17.4,1497,117.3,5,6450,1,1,1
2012,50000,Petrol,Manual,First,18.5,1197,82.85,5,3700,1,1,1
2013,58581,Petrol,Manual,First,19.4,1198,86.8,5,3490,1,1,1
2013,25500,Diesel,Manual,First,21.9,1396,88.76,5,3550,1,0,1
2017,25000,Petrol,Manual,First,10.4,2393,163.5,5,9000,1,1,1
2011,53766,Petrol,Manual,First,19,998,66.1,5,2700,1,1,1
2006,68000,Petrol,Manual,First,19.7,796,46.3,5,1500,1,1,1
2017,40000,Diesel,Manual,First,16,2179,140,7,15900,1,0,1
2013,73212,Diesel,Manual,First,22.9,1248,74,5,5200,1,0,1
2014,69000,Diesel,Automatic,First,17.05,1995,184,5,16250,0,0,1
2007,61932,Diesel,Automatic,Second,14.3,1968,140,5,3310,0,0,0
2012,52000,Diesel,Automatic,First,16.09,1995,184,5,24000,0,0,1
2011,150000,Petrol,Manual,First,18.5,1197,85.8,5,2500,1,1,1
2013,70933,Diesel,Manual,Second,21.9,1396,88.76,5,3900,1,0,0
2013,115195,Diesel,Manual,First,25.2,1248,74,5,3850,1,0,1
2011,62148,Petrol,Manual,First,11.7,1796,178,5,8800,1,1,1
2009,32000,Petrol,Manual,Second,14.28,1798,138.03,5,4950,1,1,0
2014,58000,Diesel,Manual,First,22.32,1582,126.32,5,5750,1,0,1
2014,68598,Diesel,Manual,First,19.01,1461,108.45,5,6170,1,0,1
2010,84072,Diesel,Manual,First,17.8,1248,75,5,3450,1,0,1
2016,51264,Petrol,Manual,First,24.07,998,67.1,5,3200,1,1,1
2017,21363,Petrol,Automatic,First,13,1591,121.3,5,13490,0,1,1
2016,40000,Petrol,Automatic,First,15.04,1991,183,5,24500,0,1,1
2015,35000,Petrol,Automatic,First,10.1,2354,152,5,14700,0,1,1
2014,55000,Diesel,Manual,First,22.7,1498,89.84,5,6000,1,0,1
2016,43252,Diesel,Automatic,First,13,2143,204,5,34180,0,0,1
2014,42000,Diesel,Manual,First,24,1120,70,5,3500,1,0,1
2006,69000,Petrol,Manual,First,16.6,1388,68,5,2150,1,1,1
2018,14000,Diesel,Automatic,First,17.6,1582,126.2,5,11250,0,0,1
2010,70000,Petrol,Manual,First,19,998,66.1,5,2000,1,1,1
2015,35314,Diesel,Manual,First,23.2,1248,73.94,5,4270,1,0,1
2017,38691,Petrol,Manual,First,17.8,1497,117.3,5,7680,1,1,1
2017,72717,Diesel,Manual,First,12.99,2494,100.6,7,14520,1,0,1
2011,82000,Petrol,Automatic,Second,11.8,3498,272,7,16850,0,1,0
2015,44000,Diesel,Manual,First,21.14,1498,103.52,5,5750,1,0,1
2017,27000,Petrol,Manual,First,15.8,1499,110,5,8300,1,1,1
2014,18500,Petrol,Automatic,First,23.1,998,67.04,5,3950,0,1,1
2014,45000,Petrol,Manual,First,15.04,1598,103.6,5,4800,1,1,1
2011,173000,Diesel,Automatic,First,13.5,2400,215,5,12000,0,0,1
2017,42000,Diesel,Manual,First,23.59,1364,67.04,5,6250,1,0,1
2012,90000,Diesel,Manual,First,19.4,1405,70,5,2500,1,0,1
2014,82329,Petrol,Automatic,First,18,1497,117.3,5,7500,0,1,1
2010,80302,Petrol,Manual,First,17,1497,118,5,3500,1,1,1
2005,105000,Diesel,Manual,First,18.7,1896,66,5,1990,1,0,1
2009,60000,Petrol,Manual,First,14.53,1798,138,5,2250,1,1,1
2014,70000,Petrol,Manual,First,16.78,1496,88.73,5,3250,1,1,1
2016,45000,Diesel,Automatic,First,17.05,1995,184,5,28500,0,0,1
2006,44000,Petrol,Automatic,First,16.4,1497,78,5,1500,0,1,1
2017,25500,Diesel,Manual,First,22.54,1396,88.73,5,7000,1,0,1
2014,68000,Diesel,Automatic,First,13,2987,261.5,5,27500,0,0,1
2015,61786,Diesel,Manual,First,19.67,1582,126.2,5,10500,1,0,1
2014,65000,Diesel,Automatic,Second,15.73,1968,174.33,5,21500,0,0,0
2016,77000,Diesel,Automatic,First,12.63,2179,147.5,5,35000,0,0,1
2015,34000,Diesel,Automatic,First,21.66,1498,103.52,5,7990,0,0,1
2015,59751,Petrol,Automatic,First,23.1,998,67.04,5,4880,0,1,1
2013,23312,Petrol,Automatic,First,11.05,2894,444,4,40500,0,1,1
2015,30000,Petrol,Manual,First,20.73,1373,91.1,5,6550,1,1,1
2015,60146,Diesel,Automatic,First,14.16,1968,174.3,5,29640,0,0,1
2013,44731,Diesel,Manual,Second,20,1399,68,5,4340,1,0,0
2014,43316,Petrol,Manual,First,18.88,999,123.37,5,6220,1,1,1
2009,92000,Petrol,Manual,Second,17,1497,118,5,2250,1,1,0
2015,50000,Diesel,Automatic,First,16.36,2179,187.7,5,38000,0,0,1
2008,69000,Petrol,Manual,Second,20.4,1197,81.8,5,2150,1,1,0
2014,60280,Diesel,Automatic,First,22.48,1995,190,5,22450,0,0,1
2017,48161,Diesel,Automatic,First,15,2143,107.3,5,20870,0,0,1
2013,41000,Petrol,Manual,First,19.4,1198,86.8,5,3100,1,1,1
2016,6000,Petrol,Manual,First,18.6,1197,81.83,5,5950,1,1,1
2006,133000,Diesel,Manual,Second,16.8,1405,68,5,860,1,0,0
2010,76000,Diesel,Manual,First,11.5,2982,171,7,9250,1,0,1
2011,15590,Petrol,Manual,First,19.81,1086,68.05,5,2250,1,1,1
2016,69681,Petrol,Manual,First,17,1197,80,5,6130,1,1,1
2014,49112,Petrol,Automatic,Second,15.5,1198,86.7,5,3790,0,1,0
2017,25000,Diesel,Automatic,First,13.33,2993,255,5,160000,0,0,1
2013,15200,Petrol,Automatic,Second,16.95,1197,78.9,5,3850,0,1,0
2013,86300,Diesel,Manual,First,22.07,1199,73.9,5,4500,1,0,1
2018,26731,Petrol,Manual,First,21.1,998,100,5,8610,1,1,1
2016,74000,Diesel,Manual,First,21.9,1396,88.76,5,6500,1,0,1
2005,83929,Petrol,Automatic,First,11.3,1794,125,5,2600,0,1,1
2015,65000,Diesel,Manual,First,12.99,2494,100.6,7,15000,1,0,1
2017,20000,Petrol,Automatic,First,23.1,998,67.04,5,4700,0,1,1
2015,122086,Diesel,Automatic,First,19.3,1968,141,5,12990,0,0,1
2018,35442,Petrol,Manual,First,17.3,1497,117.3,7,7320,1,1,1
2015,62542,Diesel,Manual,Second,23.9,1582,126.2,5,6500,1,0,0
2012,26671,Petrol,Manual,Second,17,1497,118,5,5670,1,1,0
2014,83500,Diesel,Manual,Second,19.68,1399,67,5,3000,1,0,0
2015,46166,Diesel,Manual,Second,26.21,1248,88.5,5,5500,1,0,0
2015,25200,Petrol,Manual,First,18.9,998,67.1,5,3350,1,1,1
2015,35463,Diesel,Automatic,First,14.94,2967,241.4,5,25020,0,0,1
2017,23249,Petrol,Automatic,First,19.16,2487,175.67,5,26110,0,1,1
2016,40310,Petrol,Manual,First,18.6,1197,81.83,5,7090,1,1,1
2012,82069,CNG,Manual,First,21.4,1586,103.3,5,2650,1,0,1
2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,6500,1,1,1
2012,94000,Diesel,Manual,First,22.07,1199,73.9,5,4500,1,0,1
2016,45000,Diesel,Automatic,First,15.97,2993,258,5,57000,0,0,1
2012,52818,Petrol,Manual,First,16.47,1198,73.9,5,3820,1,1,1
2013,61238,Diesel,Manual,First,20.45,1461,83.8,5,5250,1,0,1
2016,54253,Petrol,Automatic,First,14.67,1798,177.46,5,16810,0,1,1
2013,71000,Diesel,Automatic,First,14.16,1968,174.3,5,21500,0,0,1
2017,20000,Diesel,Manual,First,27.39,1248,74,5,8500,1,0,1
2013,75000,Petrol,Manual,First,16.47,1198,73.9,5,3250,1,1,1
2019,11827,Diesel,Automatic,First,13.5,2477,175.56,6,27110,0,0,1
2015,51579,Petrol,Manual,First,20.73,1373,91.1,5,5950,1,1,1
2015,65178,Diesel,Manual,First,19.87,1461,83.8,5,6790,1,0,1
2016,25350,Petrol,Manual,First,21.1,814,55.2,5,2550,1,1,1
2008,92000,Petrol,Manual,Second,10.8,2354,152,5,3700,1,1,0
2014,45000,Petrol,Manual,Second,17.01,1591,121.3,5,6750,1,1,0
2015,46000,Petrol,Manual,First,14.28,1798,138.03,5,6950,1,1,1
2011,79940,Petrol,Manual,First,15.5,1586,103.3,5,2780,1,1,1
2016,28851,Petrol,Manual,First,16.47,1198,73.9,5,6180,1,1,1
2015,63000,Diesel,Automatic,First,14.16,1968,174.3,5,36000,0,0,1
2012,77283,Petrol,Manual,First,17,1497,118,5,5810,1,1,1
2014,38958,Petrol,Manual,First,22.5,998,67.04,5,3410,1,1,1
2018,8900,Diesel,Automatic,First,13.5,2477,175.56,6,26500,0,0,1
2015,38000,Petrol,Automatic,First,14.7,1798,177.5,5,16000,0,1,1
2017,44887,Diesel,Manual,First,19.67,1582,126.2,5,12130,1,0,1
2009,85000,Petrol,Manual,Second,19.7,796,46.3,5,1800,1,1,0
2013,100000,Petrol,Manual,First,16.8,1497,116.3,5,6250,1,1,1
2016,26239,Petrol,Manual,First,22.7,799,53,5,2750,1,1,1
2011,97000,Diesel,Manual,First,17.67,1968,138.08,5,6000,1,0,1
2013,28000,Petrol,Automatic,First,14.8,1595,120.7,5,11560,0,1,1
2014,20364,Petrol,Automatic,Second,17.21,1197,103.6,5,5200,0,1,0
2014,64637,Diesel,Manual,First,22.77,1498,98.59,5,7520,1,0,1
2017,15731,Petrol,Manual,First,15.29,1591,121.3,5,12490,1,1,1
2019,56251,Diesel,Manual,First,14.24,2755,174.5,7,35820,1,0,1
2017,28000,Petrol,Manual,First,20.85,1197,83.14,5,6250,1,1,1
2015,20045,Petrol,Manual,First,17,1197,80,5,6220,1,1,1
2016,34004,Petrol,Manual,First,15.4,1497,117.3,7,8020,1,1,1
2014,21000,Petrol,Manual,First,23.1,998,67.04,5,3750,1,1,1
2009,68001,Petrol,Automatic,Second,10.93,3498,272,5,11750,0,1,0
2012,31000,Petrol,Manual,First,20.36,1197,78.9,5,2250,1,1,1
2013,8950,Petrol,Manual,First,17.71,1197,78.9,5,3550,1,1,1
2017,43477,Diesel,Automatic,First,15,2143,204,5,38150,0,0,1
2015,20000,Petrol,Manual,First,21.1,814,55.2,5,2660,1,1,1
2014,47200,CNG,Manual,First,33.54,998,67.04,5,2850,1,0,1
2011,60000,Petrol,Manual,First,17,1497,118,5,4950,1,1,1
2003,111000,Petrol,Automatic,First,13,2987,210,5,6500,0,1,1
2016,52000,Diesel,Manual,Second,25,1396,69.01,5,2400,1,0,0
2016,26000,Petrol,Manual,First,15.29,1591,121.3,5,12500,1,1,1
2013,32425,Petrol,Manual,First,20.51,998,67.04,5,3000,1,1,1
2017,54758,Diesel,Manual,First,28.4,1248,73.75,5,6670,1,0,1
2008,59833,Petrol,Manual,Fourth & Above,13.8,1299,70,5,1970,1,1,0
2013,30000,Petrol,Manual,First,16.47,1198,73.9,5,2800,1,1,1
2011,40496,Petrol,Manual,First,20.36,1197,78.9,5,2650,1,1,1
2014,45000,Diesel,Manual,First,18.2,1248,73.74,8,4750,1,0,1
2011,34000,Petrol,Automatic,Second,10.5,1796,157.7,5,19000,0,1,0
2012,62000,Diesel,Manual,First,17.8,1248,75,5,4500,1,0,1
2012,123600,Diesel,Manual,First,15.1,2179,140,7,8250,1,0,1
2014,80102,Petrol,Manual,First,17.71,1197,78.9,5,3500,1,1,1
2013,55000,Diesel,Manual,First,15.1,2179,140,7,8500,1,0,1
2015,48200,Petrol,Manual,First,15.29,1591,121.3,5,9000,1,1,1
2014,90000,Diesel,Manual,First,26,1498,98.6,5,6750,1,0,1
2014,123900,Diesel,Manual,First,19.3,1248,73.9,5,5400,1,0,1
2015,13008,Petrol,Manual,First,20.51,998,67.04,5,3500,1,1,1
2012,60500,Petrol,Manual,First,21.1,814,55.2,5,2600,1,1,1
2017,53841,Diesel,Automatic,First,11.36,2755,171.5,7,20500,0,0,1
2017,47183,Petrol,Manual,Second,15.8,1591,121.3,5,11310,1,1,0
2018,10000,Petrol,Manual,First,20.51,998,67.04,5,4500,1,1,1
2015,45000,Diesel,Automatic,First,11.3,2987,254.8,7,56000,0,0,1
2017,3923,Petrol,Manual,First,23.1,998,67.04,5,5200,1,1,1
2011,85000,Diesel,Manual,First,12.05,2179,120,8,5250,1,0,1
2018,6279,Petrol,Manual,First,22.7,799,53.64,5,3600,1,1,1
2014,74500,Diesel,Manual,First,21.2,1248,75,5,3300,1,0,1
2013,42000,Diesel,Manual,First,22.7,1582,126.24,5,5850,1,0,1
2014,56510,Petrol,Manual,First,19.1,1197,85.8,5,3900,1,1,1
2009,88000,Diesel,Automatic,First,16.55,1968,140,5,7980,0,0,1
2014,36631,Petrol,Automatic,First,16.5,1198,86.8,5,4300,0,1,1
2011,34000,Petrol,Manual,First,18.9,998,67.1,5,2250,1,1,1
2013,49000,Petrol,Manual,First,19.81,1086,68.05,5,3200,1,1,1
2012,65254,Diesel,Manual,First,22.32,1582,126.32,5,6550,1,0,1
2014,95000,Diesel,Manual,Second,22.32,1582,126.32,5,6900,1,0,0
2009,83000,Diesel,Manual,First,23.2,1248,73.94,5,2950,1,0,1
2017,101065,Diesel,Manual,First,20.5,1582,126.2,5,11450,1,0,1
2017,15134,Petrol,Manual,First,21.4,1197,83.1,5,6370,1,1,1
2011,72000,Diesel,Manual,First,22.32,1582,126.3,5,5000,1,0,1
2012,120000,Diesel,Manual,Second,22.3,1248,74,5,2600,1,0,0
2010,45000,Petrol,Manual,First,18.5,1197,80,5,1900,1,1,1
2015,54996,Diesel,Automatic,First,17.85,2967,300,4,60950,0,0,1
2017,22874,Petrol,Manual,First,15.1,1196,73,5,4440,1,1,1
2012,58000,Diesel,Automatic,Second,22.69,1995,190,5,15300,0,0,0
2016,86000,Diesel,Manual,Second,25.47,1248,88.5,7,8200,1,0,0
2014,69000,Petrol,Automatic,First,16.9,1197,81.86,5,5250,0,1,1
2016,55001,Petrol,Automatic,Second,16.93,1197,103.2,5,8500,0,1,0
2015,28000,Diesel,Automatic,First,15.73,1968,174.33,5,23750,0,0,1
2013,53213,Petrol,Manual,First,19.81,1086,68.05,5,2740,1,1,1
2016,44340,Diesel,Automatic,First,16.96,1968,138.03,5,13830,0,0,1
2017,16900,Petrol,Manual,First,21.1,998,100,5,6990,1,1,1
2009,57000,Petrol,Manual,First,19.81,1086,68.05,5,2250,1,1,1
2013,83165,Diesel,Manual,First,12.8,2494,102,8,11490,1,0,1
2012,24735,Petrol,Manual,Second,18.6,1199,79.4,5,2870,1,1,0
2005,65175,Diesel,Manual,First,12.8,2494,102,8,3250,1,0,1
2009,60000,Petrol,Manual,Second,9.8,2354,180,5,3500,1,1,0
2017,60357,Diesel,Manual,First,25.32,1198,77,6,4490,1,0,1
2011,77000,Diesel,Manual,First,22.07,1199,73.9,5,2900,1,0,1
2014,85301,Petrol,Manual,First,12.4,1998,132,8,12360,1,1,1
2011,50000,Diesel,Automatic,First,11.79,2179,120,8,6000,0,0,1
2010,58000,Diesel,Automatic,First,16.46,2993,258,5,31000,0,0,1
2015,39000,Diesel,Manual,First,25.6,1498,98.6,5,5490,1,0,1
2015,46190,Diesel,Manual,First,22.07,1199,73.9,5,5860,1,0,1
2015,83000,Diesel,Manual,First,16,2179,140,7,9000,1,0,1
2016,33000,Petrol,Manual,First,16.09,1598,103.5,5,7700,1,1,1
2017,27279,Petrol,Manual,First,17.4,1497,117.3,5,9470,1,1,1
2014,53900,Diesel,Automatic,First,14.16,1968,174.3,5,29000,0,0,1
2012,63998,Petrol,Automatic,First,17,1497,118,5,5420,0,1,1
2016,57932,Petrol,Manual,First,20.4,1197,81.8,5,6390,1,1,1
2015,25000,Petrol,Manual,First,22.74,796,47.3,5,2750,1,1,1
2011,169000,Diesel,Manual,First,20,1399,68,5,2500,1,0,1
2012,53000,Petrol,Manual,First,17.92,1086,62.1,5,2350,1,1,1
2015,43053,Petrol,Manual,First,18.9,998,67.1,5,4650,1,1,1
2014,75000,Diesel,Manual,First,26,1498,98.6,5,6000,1,0,1
2012,89000,Petrol,Manual,Second,16.8,1497,116.3,5,3500,1,1,0
2014,75578,Diesel,Manual,First,25.1,1498,98.6,5,7000,1,0,1
2014,46676,Petrol,Manual,First,17,1591,121.3,5,7750,1,1,1
2014,51349,Petrol,Manual,First,24.07,998,67.1,5,2930,1,1,1
2014,34233,Diesel,Automatic,First,14.21,2143,203,5,22500,0,0,1
2014,39626,Diesel,Automatic,First,11.2,2993,241,4,40660,0,0,1
2008,82500,Petrol,Manual,First,14,1061,64,5,1750,1,1,1
2015,63000,Diesel,Manual,Second,19.72,1461,108.45,5,8200,1,0,0
